| network_model                | DecnetModule                      |
| pretrained                   | False                             |
| message                      | Simple RGB input                  |
| mode                         | train                             |
| dataset                      | nn                                |
| workers                      | 4                                 |
| epochs                       | 100                               |
| criterion                    | l2                                |
| batch_size                   | 8                                 |
| learning_rate                | 0.001                             |
| weight_decay                 | 0                                 |
| print_freq                   | 10                                |
| resume                       |                                   |
| data_folder                  | /datasets                         |
| convolutional_layer_encoding | xyz                               |
| dilation_rate                | 2                                 |
| val_h                        | 352                               |
| val_w                        | 608                               |
| train_height                 | 352                               |
| train_width                  | 608                               |
| min_depth_eval               | 0.1                               |
| max_depth_eval               | 80.0                              |
| error_vis_min                | -5                                |
| error_vis_max                | 5                                 |
| training_subset              | 0                                 |
| show_sensor_error            | False                             |
| kitti_crop                   | eigen_crop                        |
| train_datalist               | datalist_train_nn.list            |
| val_datalist                 | datalist_test_nn.list             |
| root_folder                  | data/nn_dataset/                  |
| torch_mode                   | pytorch                           |
| saved_weights                | weights/KITTI_Full_GuideDepth.pth |
| wandblogger                  | False                             |
| project                      | depthcompletionpaper              |
| entity                       | wandbdimar                        |
| wandbrunname                 |                                   |

New model saved: weights/2022_08_17-01_40_57_PM/DecnetModule_1.pth 
| d1       |  0.0490153 |
| d2       |  0.12879   |
| d3       |  0.218154  |
| abs_rel  |  2.27602   |
| sq_rel   | 11.9367    |
| rmse     |  4.69546   |
| rmse_log |  1.10672   |
| log10    |  0.459084  |
| silog    |  0.821813  |

New model saved: weights/2022_08_17-01_40_57_PM/DecnetModule_2.pth 
| d1       | 0.113331 |
| d2       | 0.225596 |
| d3       | 0.380082 |
| abs_rel  | 1.55703  |
| sq_rel   | 5.83467  |
| rmse     | 3.29155  |
| rmse_log | 0.876305 |
| log10    | 0.358958 |
| silog    | 0.668699 |

New model saved: weights/2022_08_17-01_40_57_PM/DecnetModule_3.pth 
| d1       | 0.148313 |
| d2       | 0.282587 |
| d3       | 0.523371 |
| abs_rel  | 1.29589  |
| sq_rel   | 4.16954  |
| rmse     | 2.81512  |
| rmse_log | 0.775717 |
| log10    | 0.314933 |
| silog    | 0.600564 |

New model saved: weights/2022_08_17-01_40_57_PM/DecnetModule_4.pth 
| d1       | 0.181944 |
| d2       | 0.370946 |
| d3       | 0.62471  |
| abs_rel  | 1.09623  |
| sq_rel   | 3.11905  |
| rmse     | 2.42144  |
| rmse_log | 0.692095 |
| log10    | 0.278406 |
| silog    | 0.538396 |

New model saved: weights/2022_08_17-01_40_57_PM/DecnetModule_5.pth 
| d1       | 0.220862 |
| d2       | 0.462753 |
| d3       | 0.679683 |
| abs_rel  | 0.949947 |
| sq_rel   | 2.42598  |
| rmse     | 2.20883  |
| rmse_log | 0.631672 |
| log10    | 0.251773 |
| silog    | 0.50107  |

New model saved: weights/2022_08_17-01_40_57_PM/DecnetModule_6.pth 
| d1       | 0.231742 |
| d2       | 0.45733  |
| d3       | 0.67957  |
| abs_rel  | 0.938571 |
| sq_rel   | 2.37382  |
| rmse     | 2.15164  |
| rmse_log | 0.622443 |
| log10    | 0.248469 |
| silog    | 0.489131 |

New model saved: weights/2022_08_17-01_40_57_PM/DecnetModule_7.pth 
| d1       | 0.242696 |
