| network_model                | DecnetModule                      |
| resolution                   | full                              |
| pretrained                   | True                              |
| augment                      | False                             |
| message                      |                                   |
| mode                         | train                             |
| dataset                      | nyuv2                             |
| workers                      | 4                                 |
| epochs                       | 100                               |
| criterion                    | l2                                |
| batch_size                   | 4                                 |
| learning_rate                | 0.001                             |
| weight_decay                 | 0                                 |
| print_freq                   | 10                                |
| resume                       |                                   |
| data_folder                  | /datasets                         |
| convolutional_layer_encoding | xyz                               |
| dilation_rate                | 2                                 |
| val_h                        | 352                               |
| val_w                        | 608                               |
| train_height                 | 352                               |
| train_width                  | 608                               |
| min_depth_eval               | 0.1                               |
| max_depth_eval               | 80.0                              |
| error_vis_min                | -5                                |
| error_vis_max                | 5                                 |
| training_subset              | 0                                 |
| show_sensor_error            | False                             |
| kitti_crop                   | eigen_crop                        |
| train_datalist               | nyu_4_overfit.list                |
| val_datalist                 | nyu_4_overfit.list                |
| root_folder                  | data/nyuv2_dataset/               |
| torch_mode                   | pytorch                           |
| saved_weights                | weights/KITTI_Full_GuideDepth.pth |
| wandblogger                  | True                              |
| project                      | depthcompletionpaper              |
| entity                       | wandbdimar                        |
| wandbrunname                 | NYU1MoverDecNetEncoTrained        |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_1.pth 
| d1       |  0.00107178 |
| d2       |  0.0580697  |
| d3       |  0.146304   |
| abs_rel  |  2.22546    |
| sq_rel   | 13.1448     |
| rmse     |  5.78173    |
| rmse_log |  1.30006    |
| log10    |  0.512367   |
| silog    |  1.05961    |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_2.pth 
| d1       | 0.00991536 |
| d2       | 0.0798185  |
| d3       | 0.197734   |
| abs_rel  | 1.66608    |
| sq_rel   | 7.79038    |
| rmse     | 4.64936    |
| rmse_log | 1.01476    |
| log10    | 0.410882   |
| silog    | 0.77736    |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_3.pth 
| d1       | 0.00927246 |
| d2       | 0.0879818  |
| d3       | 0.256407   |
| abs_rel  | 1.5126     |
| sq_rel   | 6.61592    |
| rmse     | 4.35241    |
| rmse_log | 1.00241    |
| log10    | 0.393147   |
| silog    | 0.798463   |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_4.pth 
| d1       | 0.013562 |
| d2       | 0.114172 |
| d3       | 0.310781 |
| abs_rel  | 1.35189  |
| sq_rel   | 5.47884  |
| rmse     | 4.09405  |
| rmse_log | 1.18608  |
| log10    | 0.413424 |
| silog    | 1.08128  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_5.pth 
| d1       | 0.044694 |
| d2       | 0.176184 |
| d3       | 0.363814 |
| abs_rel  | 1.19507  |
| sq_rel   | 4.48475  |
| rmse     | 3.81906  |
| rmse_log | 1.42686  |
| log10    | 0.455463 |
| silog    | 1.37926  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_6.pth 
| d1       | 0.101961 |
| d2       | 0.239031 |
| d3       | 0.449215 |
| abs_rel  | 1.0568   |
| sq_rel   | 3.69122  |
| rmse     | 3.52725  |
| rmse_log | 1.56563  |
| log10    | 0.466816 |
| silog    | 1.55258  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_7.pth 
| d1       | 0.159025 |
| d2       | 0.308757 |
| d3       | 0.514742 |
| abs_rel  | 0.959498 |
| sq_rel   | 3.21147  |
| rmse     | 3.31403  |
| rmse_log | 1.54322  |
| log10    | 0.443113 |
| silog    | 1.53145  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_8.pth 
| d1       | 0.198257 |
| d2       | 0.365068 |
| d3       | 0.563699 |
| abs_rel  | 0.890698 |
| sq_rel   | 2.89571  |
| rmse     | 3.15439  |
| rmse_log | 1.48347  |
| log10    | 0.41479  |
| silog    | 1.46951  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_9.pth 
| d1       | 0.233377 |
| d2       | 0.411068 |
| d3       | 0.601717 |
| abs_rel  | 0.827171 |
| sq_rel   | 2.59295  |
| rmse     | 2.99706  |
| rmse_log | 1.41483  |
| log10    | 0.385627 |
| silog    | 1.40065  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_10.pth 
| d1       | 0.25842  |
| d2       | 0.454    |
| d3       | 0.639818 |
| abs_rel  | 0.765082 |
| sq_rel   | 2.28794  |
| rmse     | 2.83242  |
| rmse_log | 1.33129  |
| log10    | 0.353729 |
| silog    | 1.31779  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_11.pth 
| d1       | 0.280876 |
| d2       | 0.495536 |
| d3       | 0.686917 |
| abs_rel  | 0.702183 |
| sq_rel   | 1.98125  |
| rmse     | 2.65328  |
| rmse_log | 1.2276   |
| log10    | 0.317832 |
| silog    | 1.21494  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_12.pth 
| d1       | 0.300579 |
| d2       | 0.535142 |
| d3       | 0.73777  |
| abs_rel  | 0.642386 |
| sq_rel   | 1.70928  |
| rmse     | 2.49504  |
| rmse_log | 1.13743  |
| log10    | 0.287651 |
| silog    | 1.12512  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_13.pth 
| d1       | 0.321267 |
| d2       | 0.567641 |
| d3       | 0.779597 |
| abs_rel  | 0.588955 |
| sq_rel   | 1.49379  |
| rmse     | 2.39102  |
| rmse_log | 1.10771  |
| log10    | 0.272449 |
| silog    | 1.09703  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_14.pth 
| d1       | 0.350534 |
| d2       | 0.611233 |
| d3       | 0.819272 |
| abs_rel  | 0.533392 |
| sq_rel   | 1.28763  |
| rmse     | 2.27507  |
| rmse_log | 1.05205  |
| log10    | 0.252009 |
| silog    | 1.04213  |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_15.pth 
| d1       | 0.385778 |
| d2       | 0.665933 |
| d3       | 0.853456 |
| abs_rel  | 0.476519 |
| sq_rel   | 1.10189  |
| rmse     | 2.16826  |
| rmse_log | 0.98301  |
| log10    | 0.228719 |
| silog    | 0.974355 |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_16.pth 
| d1       | 0.428346 |
| d2       | 0.710142 |
| d3       | 0.88049  |
| abs_rel  | 0.426567 |
| sq_rel   | 0.947918 |
| rmse     | 2.06003  |
| rmse_log | 0.888681 |
| log10    | 0.203055 |
| silog    | 0.880464 |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_17.pth 
| d1       | 0.458285 |
| d2       | 0.75269  |
| d3       | 0.896972 |
| abs_rel  | 0.387969 |
| sq_rel   | 0.837391 |
| rmse     | 1.96873  |
| rmse_log | 0.78967  |
| log10    | 0.181    |
| silog    | 0.780238 |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_18.pth 
| d1       | 0.48409  |
| d2       | 0.788075 |
| d3       | 0.917296 |
| abs_rel  | 0.354687 |
| sq_rel   | 0.72057  |
| rmse     | 1.82083  |
| rmse_log | 0.590054 |
| log10    | 0.151753 |
| silog    | 0.570961 |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_19.pth 
| d1       | 0.506642 |
| d2       | 0.808621 |
| d3       | 0.929149 |
| abs_rel  | 0.330633 |
| sq_rel   | 0.658651 |
| rmse     | 1.75419  |
| rmse_log | 0.51758  |
| log10    | 0.137955 |
| silog    | 0.498436 |

New model saved: weights/2022_08_23-06_14_46_PM/DecnetModule_20.pth 
| d1       | 0.529485 |
| d2       | 0.823372 |
| d3       | 0.939165 |
| abs_rel  | 0.310849 |
| sq_rel   | 0.615096 |
| rmse     | 1.71037  |
| rmse_log | 0.483023 |
| log10    | 0.128057 |
| silog    | 0.466748 |

