| network_model                | DecnetModule                      |
| pretrained                   | True                              |
| augment                      | False                             |
| message                      |                                   |
| mode                         | train                             |
| dataset                      | nn                                |
| workers                      | 4                                 |
| epochs                       | 100                               |
| criterion                    | l2                                |
| batch_size                   | 8                                 |
| learning_rate                | 0.001                             |
| weight_decay                 | 0                                 |
| print_freq                   | 10                                |
| resume                       |                                   |
| data_folder                  | /datasets                         |
| convolutional_layer_encoding | xyz                               |
| dilation_rate                | 2                                 |
| val_h                        | 352                               |
| val_w                        | 608                               |
| train_height                 | 352                               |
| train_width                  | 608                               |
| min_depth_eval               | 0.1                               |
| max_depth_eval               | 80.0                              |
| error_vis_min                | -5                                |
| error_vis_max                | 5                                 |
| training_subset              | 0                                 |
| show_sensor_error            | False                             |
| kitti_crop                   | eigen_crop                        |
| train_datalist               | single_image_4batch_overfit.list  |
| val_datalist                 | single_image_4batch_overfit.list  |
| root_folder                  | data/nn_dataset/                  |
| torch_mode                   | pytorch                           |
| saved_weights                | weights/KITTI_Full_GuideDepth.pth |
| wandblogger                  | False                             |
| project                      | depthcompletionpaper              |
| entity                       | wandbdimar                        |
| wandbrunname                 |                                   |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_1.pth 
| d1       |    0       |
| d2       |    0       |
| d3       |    0       |
| abs_rel  |   21.1909  |
| sq_rel   | 1619.45    |
| rmse     |   75.851   |
| rmse_log |    3.05547 |
| log10    |    1.31666 |
| silog    |    2.17721 |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_2.pth 
| d1       |    0       |
| d2       |    0       |
| d3       |    0       |
| abs_rel  |   18.2508  |
| sq_rel   | 1225.67    |
| rmse     |   68.6759  |
| rmse_log |    2.93491 |
| log10    |    1.26828 |
| silog    |    2.08556 |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_3.pth 
| d1       |   0       |
| d2       |   0       |
| d3       |   0       |
| abs_rel  |  13.8758  |
| sq_rel   | 750.549   |
| rmse     |  55.4543  |
| rmse_log |   2.68036 |
| log10    |   1.15793 |
| silog    |   1.90523 |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_4.pth 
| d1       |   0           |
| d2       |   0           |
| d3       |   0.000107299 |
| abs_rel  |  11.7131      |
| sq_rel   | 545.147       |
| rmse     |  47.1422      |
| rmse_log |   2.51622     |
| log10    |   1.08405     |
| silog    |   1.79334     |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_5.pth 
| d1       |   0           |
| d2       |   0.000321897 |
| d3       |   0.00139489  |
| abs_rel  |  10.601       |
| sq_rel   | 459.792       |
| rmse     |  42.6377      |
| rmse_log |   2.40993     |
| log10    |   1.0323      |
| silog    |   1.72707     |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_6.pth 
| d1       |   0.000321897 |
| d2       |   0.00139489  |
| d3       |   0.00139489  |
| abs_rel  |   9.91801     |
| sq_rel   | 420.432       |
| rmse     |  39.9028      |
| rmse_log |   2.33232     |
| log10    |   0.992052    |
| silog    |   1.68249     |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_7.pth 
| d1       |   0.000321897 |
| d2       |   0.00139489  |
| d3       |   0.00160949  |
| abs_rel  |   9.49635     |
| sq_rel   | 397.351       |
| rmse     |  38.6059      |
| rmse_log |   2.28703     |
| log10    |   0.970676    |
| silog    |   1.6531      |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_8.pth 
| d1       |   0.00126076 |
| d2       |   0.00160949 |
| d3       |   0.0021728  |
| abs_rel  |   8.19913    |
| sq_rel   | 293.264      |
| rmse     |  34.046      |
| rmse_log |   2.18044    |
| log10    |   0.932354   |
| silog    |   1.56521    |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_9.pth 
| d1       |   0.00182408 |
| d2       |   0.0023874  |
| d3       |   0.00316532 |
| abs_rel  |   8.4169     |
| sq_rel   | 269.808      |
| rmse     |  30.6927     |
| rmse_log |   2.1977     |
| log10    |   0.93393    |
| silog    |   1.5869     |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_14.pth 
| d1       |   0.0021728  |
| d2       |   0.0023874  |
| d3       |   0.00329944 |
| abs_rel  |   6.46472    |
| sq_rel   | 206.04       |
| rmse     |  27.5343     |
| rmse_log |   1.96253    |
| log10    |   0.827032   |
| silog    |   1.49833    |

New model saved: weights/2022_08_21-10_19_20_PM/DecnetModule_15.pth 
| d1       |   0.0021728  |
