| network_model                | DecnetModule                      |
| resolution                   | full                              |
| pretrained                   | False                             |
| augment                      | False                             |
| message                      |                                   |
| mode                         | train                             |
| dataset                      | nyuv2                             |
| workers                      | 4                                 |
| epochs                       | 100                               |
| criterion                    | l2                                |
| batch_size                   | 4                                 |
| learning_rate                | 0.001                             |
| weight_decay                 | 0                                 |
| print_freq                   | 10                                |
| resume                       |                                   |
| data_folder                  | /datasets                         |
| convolutional_layer_encoding | xyz                               |
| dilation_rate                | 2                                 |
| val_h                        | 352                               |
| val_w                        | 608                               |
| train_height                 | 352                               |
| train_width                  | 608                               |
| min_depth_eval               | 0.1                               |
| max_depth_eval               | 80.0                              |
| error_vis_min                | -5                                |
| error_vis_max                | 5                                 |
| training_subset              | 0                                 |
| show_sensor_error            | False                             |
| kitti_crop                   | eigen_crop                        |
| train_datalist               | nyu_4_overfit.list                |
| val_datalist                 | nyu_4_overfit.list                |
| root_folder                  | data/nyuv2_dataset/               |
| torch_mode                   | pytorch                           |
| saved_weights                | weights/KITTI_Full_GuideDepth.pth |
| wandblogger                  | True                              |
| project                      | depthcompletionpaper              |
| entity                       | wandbdimar                        |
| wandbrunname                 | NYUoverDecNetUntrained            |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_1.pth 
| d1       | 0        |
| d2       | 0        |
| d3       | 0        |
| abs_rel  | 0.959725 |
| sq_rel   | 3.04731  |
| rmse     | 3.57052  |
| rmse_log | 3.38308  |
| log10    | 1.45232  |
| silog    | 2.41945  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_16.pth 
| d1       | 0.181134 |
| d2       | 0.390431 |
| d3       | 0.508117 |
| abs_rel  | 1.28172  |
| sq_rel   | 4.83314  |
| rmse     | 2.93403  |
| rmse_log | 0.84884  |
| log10    | 0.307068 |
| silog    | 0.705637 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_17.pth 
| d1       | 0.235663 |
| d2       | 0.44973  |
| d3       | 0.549674 |
| abs_rel  | 1.04687  |
| sq_rel   | 3.32461  |
| rmse     | 2.45034  |
| rmse_log | 0.756401 |
| log10    | 0.269674 |
| silog    | 0.65686  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_18.pth 
| d1       | 0.280891 |
| d2       | 0.46408  |
| d3       | 0.614771 |
| abs_rel  | 0.862254 |
| sq_rel   | 2.32072  |
| rmse     | 2.09021  |
| rmse_log | 0.676614 |
| log10    | 0.23841  |
| silog    | 0.608057 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_19.pth 
| d1       | 0.291868 |
| d2       | 0.487406 |
| d3       | 0.725536 |
| abs_rel  | 0.729278 |
| sq_rel   | 1.68649  |
| rmse     | 1.83454  |
| rmse_log | 0.612718 |
| log10    | 0.215781 |
| silog    | 0.566533 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_20.pth 
| d1       | 0.272533 |
| d2       | 0.504188 |
| d3       | 0.770917 |
| abs_rel  | 0.638424 |
| sq_rel   | 1.29488  |
| rmse     | 1.68155  |
| rmse_log | 0.5668   |
| log10    | 0.202829 |
| silog    | 0.53831  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_21.pth 
| d1       | 0.233047 |
| d2       | 0.5329   |
| d3       | 0.782768 |
| abs_rel  | 0.587805 |
| sq_rel   | 1.09657  |
| rmse     | 1.64777  |
| rmse_log | 0.546469 |
| log10    | 0.200484 |
| silog    | 0.530627 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_38.pth 
| d1       | 0.36946  |
| d2       | 0.622644 |
| d3       | 0.852395 |
| abs_rel  | 0.359924 |
| sq_rel   | 0.563778 |
| rmse     | 1.45302  |
| rmse_log | 0.612701 |
| log10    | 0.179873 |
| silog    | 0.601609 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_39.pth 
| d1       | 0.425645 |
| d2       | 0.663144 |
| d3       | 0.863455 |
| abs_rel  | 0.325989 |
| sq_rel   | 0.477482 |
| rmse     | 1.33483  |
| rmse_log | 0.573347 |
| log10    | 0.164496 |
| silog    | 0.562501 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_40.pth 
| d1       | 0.464884 |
| d2       | 0.69779  |
| d3       | 0.888498 |
| abs_rel  | 0.298024 |
| sq_rel   | 0.405907 |
| rmse     | 1.22159  |
| rmse_log | 0.524337 |
| log10    | 0.148988 |
| silog    | 0.514761 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_41.pth 
| d1       | 0.466024 |
| d2       | 0.712547 |
| d3       | 0.902645 |
| abs_rel  | 0.298969 |
| sq_rel   | 0.401313 |
| rmse     | 1.1959   |
| rmse_log | 0.504432 |
| log10    | 0.144433 |
| silog    | 0.497391 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_42.pth 
| d1       | 0.497029 |
| d2       | 0.750301 |
| d3       | 0.922631 |
| abs_rel  | 0.291321 |
| sq_rel   | 0.385613 |
| rmse     | 1.16007  |
| rmse_log | 0.480459 |
| log10    | 0.135466 |
| silog    | 0.475236 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_43.pth 
| d1       | 0.527485 |
| d2       | 0.775408 |
| d3       | 0.943441 |
| abs_rel  | 0.272277 |
| sq_rel   | 0.34596  |
| rmse     | 1.11991  |
| rmse_log | 0.451375 |
| log10    | 0.126537 |
| silog    | 0.44758  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_44.pth 
| d1       | 0.544405 |
| d2       | 0.820117 |
| d3       | 0.957005 |
| abs_rel  | 0.257728 |
| sq_rel   | 0.324722 |
| rmse     | 1.109    |
| rmse_log | 0.423149 |
| log10    | 0.118058 |
| silog    | 0.418055 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_46.pth 
| d1       | 0.61384  |
| d2       | 0.886734 |
