| network_model                | DecnetModule                      |
| pretrained                   | True                              |
| augment                      | False                             |
| message                      |                                   |
| mode                         | train                             |
| dataset                      | nn                                |
| workers                      | 4                                 |
| epochs                       | 100                               |
| criterion                    | l2                                |
| batch_size                   | 8                                 |
| learning_rate                | 0.001                             |
| weight_decay                 | 0                                 |
| print_freq                   | 10                                |
| resume                       |                                   |
| data_folder                  | /datasets                         |
| convolutional_layer_encoding | xyz                               |
| dilation_rate                | 2                                 |
| val_h                        | 352                               |
| val_w                        | 608                               |
| train_height                 | 352                               |
| train_width                  | 608                               |
| min_depth_eval               | 0.1                               |
| max_depth_eval               | 80.0                              |
| error_vis_min                | -5                                |
| error_vis_max                | 5                                 |
| training_subset              | 0                                 |
| show_sensor_error            | False                             |
| kitti_crop                   | eigen_crop                        |
| train_datalist               | single_image_4batch_overfit.list  |
| val_datalist                 | single_image_4batch_overfit.list  |
| root_folder                  | data/nn_dataset/                  |
| torch_mode                   | pytorch                           |
| saved_weights                | weights/KITTI_Full_GuideDepth.pth |
| wandblogger                  | False                             |
| project                      | depthcompletionpaper              |
| entity                       | wandbdimar                        |
| wandbrunname                 |                                   |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_1.pth 
| d1       | 0.762816  |
| d2       | 0.936854  |
| d3       | 0.983074  |
| abs_rel  | 0.136356  |
| sq_rel   | 0.235702  |
| rmse     | 1.57901   |
| rmse_log | 0.234669  |
| log10    | 0.0685354 |
| silog    | 0.218096  |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_31.pth 
| d1       | 0.265082 |
| d2       | 0.918265 |
| d3       | 0.995842 |
| abs_rel  | 0.2484   |
| sq_rel   | 0.299073 |
| rmse     | 1.39737  |
| rmse_log | 0.321574 |
| log10    | 0.127311 |
| silog    | 0.251912 |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_32.pth 
| d1       | 0.278682 |
| d2       | 0.943158 |
| d3       | 0.996379 |
| abs_rel  | 0.24048  |
| sq_rel   | 0.279691 |
| rmse     | 1.33902  |
| rmse_log | 0.306883 |
| log10    | 0.12205  |
| silog    | 0.241253 |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_33.pth 
| d1       | 0.293087 |
| d2       | 0.9592   |
| d3       | 0.99654  |
| abs_rel  | 0.234701 |
| sq_rel   | 0.265414 |
| rmse     | 1.29681  |
| rmse_log | 0.296983 |
| log10    | 0.118384 |
| silog    | 0.233899 |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_34.pth 
| d1       | 0.503045  |
| d2       | 0.990236  |
| d3       | 0.998444  |
| abs_rel  | 0.19034   |
| sq_rel   | 0.186367  |
| rmse     | 1.16387   |
| rmse_log | 0.238055  |
| log10    | 0.0931518 |
| silog    | 0.192839  |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_35.pth 
| d1       | 0.712278  |
| d2       | 0.994823  |
| d3       | 0.998498  |
| abs_rel  | 0.152312  |
| sq_rel   | 0.132422  |
| rmse     | 1.04731   |
| rmse_log | 0.190406  |
| log10    | 0.0723734 |
| silog    | 0.162261  |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_36.pth 
| d1       | 0.872341  |
| d2       | 0.995923  |
| d3       | 0.998471  |
| abs_rel  | 0.119475  |
| sq_rel   | 0.106573  |
| rmse     | 1.00995   |
| rmse_log | 0.152967  |
| log10    | 0.0545778 |
| silog    | 0.143174  |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_48.pth 
| d1       | 0.874031  |
| d2       | 0.99544   |
| d3       | 0.999115  |
| abs_rel  | 0.129352  |
| sq_rel   | 0.121402  |
| rmse     | 0.974989  |
| rmse_log | 0.148408  |
| log10    | 0.0521363 |
| silog    | 0.132226  |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_49.pth 
| d1       | 0.917997  |
| d2       | 0.996513  |
| d3       | 0.99941   |
| abs_rel  | 0.111871  |
| sq_rel   | 0.0975361 |
| rmse     | 0.888462  |
| rmse_log | 0.131496  |
| log10    | 0.0455704 |
| silog    | 0.118542  |

New model saved: weights/2022_08_21-10_28_13_PM/DecnetModule_50.pth 
| d1       | 0.96325   |
| d2       | 0.997532  |
| d3       | 0.999598  |
| abs_rel  | 0.0905169 |
| sq_rel   | 0.0718724 |
| rmse     | 0.790437  |
| rmse_log | 0.111068  |
| log10    | 0.0374383 |
| silog    | 0.102582  |

