| network_model                | DecnetModule                      |
| resolution                   | full                              |
| pretrained                   | True                              |
| augment                      | False                             |
| message                      |                                   |
| mode                         | train                             |
| dataset                      | nyuv2                             |
| workers                      | 4                                 |
| epochs                       | 100                               |
| criterion                    | l2                                |
| batch_size                   | 4                                 |
| learning_rate                | 0.001                             |
| weight_decay                 | 0                                 |
| print_freq                   | 10                                |
| resume                       |                                   |
| data_folder                  | /datasets                         |
| convolutional_layer_encoding | xyz                               |
| dilation_rate                | 2                                 |
| val_h                        | 352                               |
| val_w                        | 608                               |
| train_height                 | 352                               |
| train_width                  | 608                               |
| min_depth_eval               | 0.1                               |
| max_depth_eval               | 80.0                              |
| error_vis_min                | -5                                |
| error_vis_max                | 5                                 |
| training_subset              | 0                                 |
| show_sensor_error            | False                             |
| kitti_crop                   | eigen_crop                        |
| train_datalist               | nyu_4_overfit.list                |
| val_datalist                 | nyu_4_overfit.list                |
| root_folder                  | data/nyuv2_dataset/               |
| torch_mode                   | pytorch                           |
| saved_weights                | weights/KITTI_Full_GuideDepth.pth |
| wandblogger                  | True                              |
| project                      | depthcompletionpaper              |
| entity                       | wandbdimar                        |
| wandbrunname                 | NYUoverDecNetEncoTrained          |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_1.pth 
| d1       |  0.00235433 |
| d2       |  0.0614632  |
| d3       |  0.150143   |
| abs_rel  |  2.23459    |
| sq_rel   | 13.2439     |
| rmse     |  5.79124    |
| rmse_log |  1.28045    |
| log10    |  0.506974   |
| silog    |  1.03227    |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_2.pth 
| d1       | 0.0124178 |
| d2       | 0.0812459 |
| d3       | 0.195989  |
| abs_rel  | 1.66295   |
| sq_rel   | 7.76407   |
| rmse     | 4.63217   |
| rmse_log | 0.984035  |
| log10    | 0.40493   |
| silog    | 0.731579  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_3.pth 
| d1       | 0.0139673 |
| d2       | 0.0954989 |
| d3       | 0.274351  |
| abs_rel  | 1.46838   |
| sq_rel   | 6.26845   |
| rmse     | 4.21214   |
| rmse_log | 0.908118  |
| log10    | 0.371124  |
| silog    | 0.677841  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_4.pth 
| d1       | 0.0248031 |
| d2       | 0.156401  |
| d3       | 0.378269  |
| abs_rel  | 1.26407   |
| sq_rel   | 4.82279   |
| rmse     | 3.7578    |
| rmse_log | 0.853194  |
| log10    | 0.337082  |
| silog    | 0.663851  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_5.pth 
| d1       | 0.0611914 |
| d2       | 0.22193   |
| d3       | 0.470706  |
| abs_rel  | 1.10195   |
| sq_rel   | 3.90863   |
| rmse     | 3.53169   |
| rmse_log | 1.13898   |
| log10    | 0.368621  |
| silog    | 1.06348   |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_6.pth 
| d1       | 0.126148 |
| d2       | 0.301315 |
| d3       | 0.519871 |
| abs_rel  | 0.980826 |
| sq_rel   | 3.30222  |
| rmse     | 3.32559  |
| rmse_log | 1.36459  |
| log10    | 0.401829 |
| silog    | 1.33664  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_7.pth 
| d1       | 0.198395 |
| d2       | 0.356496 |
| d3       | 0.558296 |
| abs_rel  | 0.900768 |
| sq_rel   | 2.89733  |
| rmse     | 3.12265  |
| rmse_log | 1.44425  |
| log10    | 0.404589 |
| silog    | 1.43109  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_8.pth 
| d1       | 0.233739 |
| d2       | 0.395923 |
| d3       | 0.587728 |
| abs_rel  | 0.851289 |
| sq_rel   | 2.66811  |
| rmse     | 2.99212  |
| rmse_log | 1.41351  |
| log10    | 0.386867 |
| silog    | 1.40017  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_9.pth 
| d1       | 0.250785 |
| d2       | 0.418417 |
| d3       | 0.608117 |
| abs_rel  | 0.811555 |
| sq_rel   | 2.46362  |
| rmse     | 2.87883  |
| rmse_log | 1.37986  |
| log10    | 0.370742 |
| silog    | 1.3677   |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_10.pth 
| d1       | 0.26304  |
| d2       | 0.443838 |
| d3       | 0.641794 |
| abs_rel  | 0.760997 |
| sq_rel   | 2.16943  |
| rmse     | 2.7022   |
| rmse_log | 1.29035  |
| log10    | 0.341372 |
| silog    | 1.27812  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_11.pth 
| d1       | 0.273792 |
| d2       | 0.472025 |
| d3       | 0.684733 |
| abs_rel  | 0.710284 |
| sq_rel   | 1.87866  |
| rmse     | 2.50158  |
| rmse_log | 1.1815   |
| log10    | 0.30916  |
| silog    | 1.16886  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_12.pth 
| d1       | 0.294356 |
| d2       | 0.517282 |
| d3       | 0.735268 |
| abs_rel  | 0.650273 |
| sq_rel   | 1.56668  |
| rmse     | 2.25067  |
| rmse_log | 1.03229  |
| log10    | 0.269395 |
| silog    | 1.01711  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_13.pth 
| d1       | 0.321872 |
| d2       | 0.562191 |
| d3       | 0.783583 |
| abs_rel  | 0.592317 |
| sq_rel   | 1.29013  |
| rmse     | 1.99848  |
| rmse_log | 0.866962 |
| log10    | 0.23112  |
| silog    | 0.846714 |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_14.pth 
| d1       | 0.34394  |
| d2       | 0.6029   |
| d3       | 0.83151  |
| abs_rel  | 0.541485 |
| sq_rel   | 1.07413  |
| rmse     | 1.79579  |
| rmse_log | 0.736821 |
| log10    | 0.202557 |
| silog    | 0.712879 |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_15.pth 
| d1       | 0.357863 |
| d2       | 0.640063 |
| d3       | 0.862963 |
| abs_rel  | 0.499733 |
| sq_rel   | 0.917323 |
| rmse     | 1.65734  |
| rmse_log | 0.652959 |
| log10    | 0.184085 |
| silog    | 0.627683 |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_16.pth 
| d1       | 0.367089 |
| d2       | 0.681884 |
| d3       | 0.883387 |
| abs_rel  | 0.459142 |
| sq_rel   | 0.792951 |
| rmse     | 1.57927  |
| rmse_log | 0.620726 |
| log10    | 0.173936 |
| silog    | 0.60017  |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_17.pth 
| d1       | 0.392195 |
| d2       | 0.71893  |
| d3       | 0.891748 |
| abs_rel  | 0.422217 |
| sq_rel   | 0.700895 |
| rmse     | 1.54504  |
| rmse_log | 0.617672 |
| log10    | 0.16829  |
| silog    | 0.603889 |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_19.pth 
| d1       | 0.445784 |
| d2       | 0.754643 |
| d3       | 0.897441 |
| abs_rel  | 0.373783 |
| sq_rel   | 0.613522 |
| rmse     | 1.53969  |
| rmse_log | 0.633474 |
| log10    | 0.162803 |
| silog    | 0.626946 |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_20.pth 
| d1       | 0.454229 |
| d2       | 0.773357 |
| d3       | 0.904974 |
| abs_rel  | 0.355225 |
| sq_rel   | 0.554988 |
| rmse     | 1.46079  |
| rmse_log | 0.549768 |
| log10    | 0.150492 |
| silog    | 0.541069 |

New model saved: weights/2022_08_23-06_36_01_PM/DecnetModule_21.pth 
| d1       | 0.458704 |
| d2       | 0.783263 |
| d3       | 0.911738 |
| abs_rel  | 0.340096 |
| sq_rel   | 0.505533 |
| rmse     | 1.3883   |
| rmse_log | 0.498517 |
| log10    | 0.141846 |
| silog    | 0.489882 |

