| network_model                | DecnetModule                      |
| resolution                   | full                              |
| pretrained                   | True                              |
| augment                      | False                             |
| message                      |                                   |
| mode                         | train                             |
| dataset                      | nyuv2                             |
| workers                      | 4                                 |
| epochs                       | 100                               |
| criterion                    | l2                                |
| batch_size                   | 4                                 |
| learning_rate                | 0.001                             |
| weight_decay                 | 0                                 |
| print_freq                   | 10                                |
| resume                       |                                   |
| data_folder                  | /datasets                         |
| convolutional_layer_encoding | xyz                               |
| dilation_rate                | 2                                 |
| val_h                        | 352                               |
| val_w                        | 608                               |
| train_height                 | 352                               |
| train_width                  | 608                               |
| min_depth_eval               | 0.1                               |
| max_depth_eval               | 80.0                              |
| error_vis_min                | -5                                |
| error_vis_max                | 5                                 |
| training_subset              | 0                                 |
| show_sensor_error            | False                             |
| kitti_crop                   | eigen_crop                        |
| train_datalist               | nyu_4_overfit.list                |
| val_datalist                 | nyu_4_overfit.list                |
| root_folder                  | data/nyuv2_dataset/               |
| torch_mode                   | pytorch                           |
| saved_weights                | weights/KITTI_Full_GuideDepth.pth |
| wandblogger                  | True                              |
| project                      | depthcompletionpaper              |
| entity                       | wandbdimar                        |
| wandbrunname                 | NYUFULLoverDecNetEncoTrained      |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_1.pth 
| d1       |  0.00107178 |
| d2       |  0.0580697  |
| d3       |  0.146305   |
| abs_rel  |  2.22546    |
| sq_rel   | 13.1448     |
| rmse     |  5.78173    |
| rmse_log |  1.30006    |
| log10    |  0.512366   |
| silog    |  1.05961    |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_2.pth 
| d1       | 0.00992025 |
| d2       | 0.0798258  |
| d3       | 0.197736   |
| abs_rel  | 1.66607    |
| sq_rel   | 7.79032    |
| rmse     | 4.64932    |
| rmse_log | 1.01472    |
| log10    | 0.410872   |
| silog    | 0.777295   |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_3.pth 
| d1       | 0.00933024 |
| d2       | 0.0880607  |
| d3       | 0.256483   |
| abs_rel  | 1.51254    |
| sq_rel   | 6.61526    |
| rmse     | 4.35184    |
| rmse_log | 1.0017     |
| log10    | 0.392988   |
| silog    | 0.797563   |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_4.pth 
| d1       | 0.0136255 |
| d2       | 0.11435   |
| d3       | 0.310933  |
| abs_rel  | 1.35163   |
| sq_rel   | 5.47594   |
| rmse     | 4.09255   |
| rmse_log | 1.18541   |
| log10    | 0.413226  |
| silog    | 1.08055   |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_5.pth 
| d1       | 0.0450269 |
| d2       | 0.176367  |
| d3       | 0.363611  |
| abs_rel  | 1.19502   |
| sq_rel   | 4.48386   |
| rmse     | 3.81833   |
| rmse_log | 1.42976   |
| log10    | 0.456189  |
| silog    | 1.38277   |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_6.pth 
| d1       | 0.101997 |
| d2       | 0.239215 |
| d3       | 0.448851 |
| abs_rel  | 1.05794  |
| sq_rel   | 3.6946   |
| rmse     | 3.52502  |
| rmse_log | 1.56601  |
| log10    | 0.467053 |
| silog    | 1.55298  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_7.pth 
| d1       | 0.158041 |
| d2       | 0.308634 |
| d3       | 0.514071 |
| abs_rel  | 0.963164 |
| sq_rel   | 3.22795  |
| rmse     | 3.31368  |
| rmse_log | 1.5415   |
| log10    | 0.443037 |
| silog    | 1.52962  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_8.pth 
| d1       | 0.197411 |
| d2       | 0.364133 |
| d3       | 0.561886 |
| abs_rel  | 0.897483 |
| sq_rel   | 2.92685  |
| rmse     | 3.15613  |
| rmse_log | 1.47906  |
| log10    | 0.414419 |
| silog    | 1.46479  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_9.pth 
| d1       | 0.231606 |
| d2       | 0.408669 |
| d3       | 0.599779 |
| abs_rel  | 0.83725  |
| sq_rel   | 2.63485  |
| rmse     | 2.99749  |
| rmse_log | 1.40432  |
| log10    | 0.384465 |
| silog    | 1.3893   |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_10.pth 
| d1       | 0.255097 |
| d2       | 0.449935 |
| d3       | 0.636628 |
| abs_rel  | 0.77719  |
| sq_rel   | 2.3315   |
| rmse     | 2.82788  |
| rmse_log | 1.30965  |
| log10    | 0.35058  |
| silog    | 1.29463  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_11.pth 
| d1       | 0.276428 |
| d2       | 0.49174  |
| d3       | 0.684121 |
| abs_rel  | 0.712736 |
| sq_rel   | 2.00757  |
| rmse     | 2.63462  |
| rmse_log | 1.18848  |
| log10    | 0.311343 |
| silog    | 1.17299  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_12.pth 
| d1       | 0.298766 |
| d2       | 0.532944 |
| d3       | 0.734561 |
| abs_rel  | 0.65111  |
| sq_rel   | 1.72088  |
| rmse     | 2.46182  |
| rmse_log | 1.08678  |
| log10    | 0.279235 |
| silog    | 1.07059  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_13.pth 
| d1       | 0.314871 |
| d2       | 0.559567 |
| d3       | 0.773541 |
| abs_rel  | 0.603889 |
| sq_rel   | 1.51781  |
| rmse     | 2.35364  |
| rmse_log | 1.04793  |
| log10    | 0.263175 |
| silog    | 1.03297  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_14.pth 
| d1       | 0.343005 |
| d2       | 0.603521 |
| d3       | 0.823853 |
| abs_rel  | 0.544867 |
| sq_rel   | 1.2649   |
| rmse     | 2.16717  |
| rmse_log | 0.909993 |
| log10    | 0.228264 |
| silog    | 0.89155  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_15.pth 
| d1       | 0.374328 |
| d2       | 0.655102 |
| d3       | 0.861664 |
| abs_rel  | 0.485498 |
| sq_rel   | 1.06512  |
| rmse     | 2.05738  |
| rmse_log | 0.843977 |
| log10    | 0.208024 |
| silog    | 0.825893 |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_16.pth 
| d1       | 0.414326 |
| d2       | 0.701799 |
| d3       | 0.88137  |
| abs_rel  | 0.436586 |
| sq_rel   | 0.950962 |
| rmse     | 2.03423  |
| rmse_log | 0.857743 |
| log10    | 0.200721 |
| silog    | 0.84505  |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_20.pth 
| d1       | 0.541908 |
| d2       | 0.7897   |
| d3       | 0.903962 |
| abs_rel  | 0.332101 |
| sq_rel   | 0.769539 |
| rmse     | 1.99129  |
| rmse_log | 0.920803 |
| log10    | 0.185697 |
| silog    | 0.914889 |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_21.pth 
| d1       | 0.560993 |
| d2       | 0.813814 |
| d3       | 0.920422 |
| abs_rel  | 0.310234 |
| sq_rel   | 0.685005 |
| rmse     | 1.86315  |
| rmse_log | 0.812884 |
| log10    | 0.164545 |
| silog    | 0.806636 |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_22.pth 
| d1       | 0.578018 |
| d2       | 0.840831 |
| d3       | 0.939113 |
| abs_rel  | 0.287065 |
| sq_rel   | 0.58278  |
| rmse     | 1.68818  |
| rmse_log | 0.655321 |
| log10    | 0.140614 |
| silog    | 0.644484 |

New model saved: weights/2022_08_23-06_42_05_PM/DecnetModule_23.pth 
| d1       | 0.597774 |
| d2       | 0.862587 |
| d3       | 0.953458 |
| abs_rel  | 0.267492 |
| sq_rel   | 0.500828 |
| rmse     | 1.53475  |
| rmse_log | 0.542168 |
| log10    | 0.12377  |
| silog    | 0.530696 |

